,channelTitle,view_count,Likes,Dislikes,Comments,Response_Percentage,LikesPercentage,DislikesPercentage,CommentsPercentage
2208,OliviaRodrigoVEVO,122385492,7881671,98534,370293,6.520548203540335,6.440037026610964,0.08051117692937003,0.30256282337779056
2209,Omaze,1553754,6664,170,602,0.4398379666279218,0.42889672367697845,0.010941242950943328,0.0387448720968699
2210,Omy De Oro,5795652,112555,943,6174,1.9583301412852256,1.942059323092553,0.016270818192672714,0.10652813522965147
2211,OnDeck Capital,904456,28,102,44,0.014373280734496759,0.0030957835428146864,0.011277497191682072,0.004864802710137364
2212,One Percent,663200,46915,726,6148,7.183504221954162,7.0740349819059105,0.1094692400482509,0.9270205066344994
2213,OneFootball English,747120,33620,609,2065,4.581459471035442,4.4999464610772035,0.08151300995823964,0.27639468893885855
2214,Onevilage,3162950,227495,3181,3530,7.2930650184163515,7.192494348630235,0.1005706697861174,0.11160467285287469
2215,Optus Sport,7296361,98004,4280,15615,1.4018494973042042,1.3431901190196045,0.05865937828459968,0.21401079250327662
2216,Ordinary Sausage,768604,95626,447,12499,12.499674734974057,12.441517348335424,0.05815738663863316,1.626195023705315
2217,Oscars,585013,18323,879,2621,3.282320221943786,3.1320671506445157,0.15025307129927026,0.4480242319401449
2218,Our CRAZ Family,310126,18905,89,1131,6.124607417630253,6.095909404564597,0.028698013065657186,0.3646904806433514
2219,Outdoor Boys,795466,28223,443,0,3.6036738213826864,3.547983194756281,0.05569062662640515,0.0
2220,OverSimplified,27035653,1412830,16741,121801,5.287725064380727,5.2258031274480405,0.061921936932686626,0.45051991161448923
2221,Overly Sarcastic Productions,8202309,742698,3457,81478,9.096889668506758,9.054742999806518,0.042146668700240385,0.9933544322702302
2222,Overtime,5995040,177329,5773,11915,3.054224825856041,2.9579285542715312,0.09629627158450986,0.1987476313752702
2223,Overwatch League,380113,5478,226,73,1.5006063986235672,1.4411503947510345,0.059456003872532644,0.019204815410154348
2224,Ozuna,186254122,3598765,103014,179414,1.9874883628078845,1.9321800566647325,0.055308306143152096,0.09632753255254131
2225,P!NK,4649065,144884,1935,5774,3.158032851766968,3.1164115795326586,0.04162127223430948,0.12419701595912297
2226,P0LAND,1329075,41492,1111,2542,3.2054624456859093,3.121870473825781,0.08359197186012829,0.19126083930553203
2227,P2istheName,2600424,224678,4600,45337,8.816946774833642,8.640052545277232,0.1768942295564108,1.743446453347608
2228,PAINFULLY HONEST TECH,124526,2118,264,382,1.912853540626054,1.7008496217657356,0.21200391886031833,0.306763246229703
2229,PAU & FABIØ,356081,18848,275,713,5.370407294969403,5.293177675865884,0.07722961910351858,0.2002353397120318
2230,PBABowling,412275,2132,38,373,0.5263477048086835,0.5171305560608817,0.00921714874780183,0.09047359165605481
2231,PBC ON FOX,4262293,32566,3142,7559,0.8377650246006082,0.7640488347469309,0.07371618985367735,0.17734585585739882
2232,PBS,290905,2394,1785,590,1.4365514515047868,0.8229490727213351,0.6136023787834517,0.20281535209088877
2233,PBS Eons,4370770,194730,4549,18586,4.5593568181350195,4.455279046941386,0.10407777119363408,0.42523399767089093
2234,PBS NewsHour,10692696,86935,26214,0,1.0581896277608567,0.8130316245781233,0.24515800318273334,0.0
2235,PBS Space Time,2975453,122174,1944,16776,4.1713984391620365,4.106063849773463,0.06533458938857377,0.5638133084273218
2236,PENTAGON 펜타곤 (Official YouTube Channel),21830939,565171,17027,112941,2.6668481827556754,2.5888533699810163,0.07799481277465893,0.5173437569497125
2237,PGA,516097,3018,188,469,0.6212010532903698,0.5847737925234985,0.03642726076687135,0.09087438989182266
2238,PGA TOUR,5346983,38181,1458,3748,0.7413339447684797,0.7140662313682314,0.027267713400248327,0.07009560344590585
2239,PICKCON / 픽콘,1111001,73549,1379,2586,6.744188349065392,6.620066048545411,0.12412230051998153,0.23276306681992184
2240,PIX11 News,261498,2196,175,2060,0.9066990952129653,0.8397769772617764,0.06692211795118892,0.7877689313111381
2241,POLITICO,1124935,10332,7896,10654,1.6203602874832768,0.9184530661771569,0.7019072213061199,0.9470769422233285
2242,POP SMOKE,32744643,1871150,20267,111226,5.776263922010083,5.714369828371621,0.06189409363846172,0.3396769358578745
2243,POPSMOKEVEVO,6827188,406282,4542,21709,6.017470150228762,5.950942027669371,0.06652812255939049,0.31797864655257774
2244,POPSUGAR,228249,6156,1756,1531,3.4663897760778797,2.6970545325499784,0.7693352435279015,0.6707586889756363
2245,PREMIUM DANCE STUDIO,3034501,175665,7030,2782,6.020594489835396,5.788925427936916,0.2316690618984802,0.09167899433877266
2246,PRETTYMUCH,568092,50090,476,3994,8.901023073727496,8.817233828323582,0.08378924540391346,0.7030551389563662
2247,PRO ERA,723320,70817,344,3973,9.83810761488691,9.790549134546259,0.04755848034065144,0.5492727976552563
2248,PTXofficial,13766989,879020,10413,46271,6.460621127829767,6.384983673626818,0.0756374542029488,0.33610108935221783
2249,PWR,3320379,145646,1981,9005,4.446088835039615,4.386426971137934,0.0596618639016811,0.27120398002758117
2250,Pack A Puncher,1232033,52086,2265,246,4.4114889779738045,4.227646499728498,0.18384247824530675,0.019966997637238613
2251,Paidway T.O,1003728,73539,3714,7611,7.69660704892162,7.3265864855817515,0.370020563339869,0.7582731576682129
2252,Pancho Barraza Oficial,1554656,39453,726,1271,2.584430253380812,2.537731819772348,0.04669843360846387,0.08175442027046498
2253,Panera Bread,4993413,2478,45,226,0.05052656369501181,0.049625376470962844,0.0009011872240489621,0.004525962503001454
2254,Pantons Squad,1654708,90621,2071,16494,5.60171341408877,5.4765553801637505,0.12515803392501879,0.9967921832734234
2255,Pap Galore,699299,20000,337,805,2.908198066921303,2.860006949816888,0.048191117104414566,0.11511527973012975
2256,Papa Meat,1584446,164078,2404,5863,10.507268786692636,10.355543830461878,0.15172495623075827,0.3700346998256804
2257,Papa Roach,787367,41765,5329,3112,5.981200634519862,5.304387915673377,0.6768127188464845,0.39524135504790014
2258,PapaFearGaming VR,3589543,111851,3296,13192,3.207845678405301,3.1160234046506754,0.0918222737546256,0.3675119646149942
2259,Paradiisedd,238722,18522,1861,1303,8.538383559118975,7.758815693568251,0.7795678655507243,0.5458231750739354
2260,Paradox Interactive,409980,45609,296,6208,11.196887653056246,11.124689009219962,0.0721986438362847,1.5142202058637007
2261,Paralives,236794,36262,142,2927,15.373700347137174,15.313732611468197,0.059967735668978096,1.2360955091767527
2262,Paramount Movies,104288,1640,228,551,1.7911936176741332,1.5725682724762198,0.21862534519791346,0.5283445842282909
2263,Paramount Pictures,37690991,253661,23235,40235,0.7346477040096929,0.6730016729992586,0.061646031010434296,0.10674964741574453
2264,Paramount Plus,30643343,194909,6881,25407,0.658511703504412,0.636056581685621,0.022455121818791116,0.08291197210434906
2265,Paris Hilton,8447413,247555,6976,33678,3.013123662830265,2.9305421671699965,0.08258149566026901,0.3986782699034604
2266,Parrot,563368,17758,280,1670,3.2018147995626305,3.1521137160790107,0.04970108348361994,0.2964314622058761
2267,PatrickStarrr,453317,0,0,5604,0.0,0.0,0.0,1.2362210109040694
2268,Paul's Hardware,183122,8935,190,865,4.983016786623126,4.879260820655082,0.10375596596804317,0.4723626871703018
2269,PaulMcCartneyVEVO,459298,25635,175,2580,5.619445327434476,5.581343702781201,0.03810162465327521,0.5617268091740003
2270,Pawn Stars,3811470,47138,1645,3735,1.2798998811482185,1.2367406801050513,0.043159201043167075,0.09799368747491126
2271,Peacock,3043218,33966,2743,2816,1.2062560092638779,1.1161211585893616,0.09013485067451625,0.09253362723275164
2272,Peak Design,4529867,23519,289,1391,0.5255783447946706,0.5191984665333441,0.0063798782613264365,0.030707303327007173
2273,PearlescentMoon,609325,54629,149,4907,8.989947893160464,8.965494604685512,0.02445328847495179,0.8053173593730768
2274,PeezyVEVO,301827,7290,200,347,2.4815540027896774,2.4152908785496328,0.0662631242400448,0.11496652055647771
2275,Peloton,34051833,26937,16043,0,0.12621934331699558,0.07910587368380434,0.04711346963319126,0.0
2276,People,10046330,207153,9574,14209,2.157275343334332,2.061976861202051,0.09529848213228115,0.14143473288255512
2277,PeopleTV,608258,15920,479,1542,2.6960598956363913,2.6173104176188393,0.07874947801755176,0.2535108457266489
2278,Pepe Aguilar,6259085,123832,2332,4890,2.015693987220177,1.978436145219309,0.03725784200086754,0.07812643541348296
2279,Peter McKinnon,1767581,131664,2284,11235,7.578040270856046,7.448824127437441,0.1292161434186043,0.635614435774089
2280,PeterSripol,2025027,106974,1978,8339,5.380273942026452,5.282596232050239,0.09767770997621267,0.4117969785094223
2281,Petersen Automotive Museum,559621,11079,280,900,2.0297665741635855,1.979732711960416,0.050033862203169646,0.16082312851018815
2282,PewDiePie,29489245,2797209,23741,142800,9.566029920399794,9.485522603240605,0.08050731715918803,0.48424434060621085
2283,Ph1LzA,8513476,601644,3923,26898,7.113040548889784,7.066960663306034,0.04607988558374981,0.31594615407384713
2284,Phantom Fear,6148181,193560,2757,50958,3.19309076944872,3.1482482379747765,0.04484253147394327,0.8288305110080526
2285,PharrellWilliamsVEVO,3713505,151653,5737,10245,4.2383139379104104,4.083823772958431,0.15449016495197934,0.2758849119632261
2286,Philosophy Tube,1269448,128507,5342,19511,10.543874187835973,10.123061362103844,0.42081282573212925,1.5369672487569401
2287,Philosophy Tube Live,651107,77554,5085,12211,12.692076724716522,11.91109909738338,0.7809776273331419,1.8754213977118968
2288,PhilzaCLIPS,454439,42642,102,719,9.405882857765288,9.383437601086174,0.022445256679114248,0.1582170544341485
2289,Phish,495025,4288,288,414,0.9243977576890056,0.8662188778344528,0.0581788798545528,0.08363213979091966
2290,Phoenix SC,1937586,76852,1102,4425,4.023253677514186,3.966378782670808,0.05687489484337727,0.22837695978397862
2291,Phone Repair Guru,2079401,125668,1741,1721,6.127197207272672,6.04347117270791,0.08372603456476167,0.08276421911887125
2292,Phora,1585951,133593,768,7735,8.471951529397819,8.423526325844872,0.0484252035529471,0.4877199863047471
2293,Piemations,6534474,612658,3357,60974,9.427155116081265,9.375781432445825,0.051373683635438754,0.9331125963620025
2294,PierreBourne,1013145,87330,412,6662,8.660359573407558,8.619694120782317,0.040665452625241204,0.6575564208479536
2295,Pina Records,2534894,69514,1086,3832,2.78512632086391,2.7422842927554365,0.04284202810847317,0.15117002920043204
2296,PinkVEVO,5198302,224521,3183,13075,4.380353430793363,4.31912189788127,0.06123153291209322,0.251524440096016
2297,Piper Rockelle,4540632,193839,15688,0,4.61448978908663,4.268987224685903,0.3455025644007266,0.0
2298,Pitchfork,1095318,167253,528,6463,15.31801723335141,15.26981205458141,0.04820517877000104,0.5900569514971907
2299,Pixar,15073296,268305,5311,19362,1.8152366940846911,1.7800021972632927,0.035234496821398585,0.12845233053208802
2300,Plainrock124,4695726,245593,55313,118350,6.408082584034929,5.2301390668876335,1.1779435171472952,2.5203770407387482
2301,PlainrockVlogs,740174,31809,1126,5741,4.44962941146271,4.297503019560265,0.15212639190244456,0.7756284333143288
2302,PlayAdoptMe,9939672,486257,9768,122361,4.990355818582343,4.892082958069441,0.09827286051290224,1.2310365975859163
2303,PlayOverwatch,1303248,80871,2932,11236,6.430318711404123,6.205342344665022,0.22497636673910107,0.862153634611371
2304,PlayStation,59954155,2900853,86706,274955,4.983072482632772,4.838451980517447,0.14462050211532462,0.4586087486346859
2305,PlayStation Access,2135628,57654,4851,8727,2.9267737639701297,2.6996274632098847,0.22714630076024475,0.40863858312402723
2306,PlayStation Europe,324356,14134,165,1784,4.408427776887124,4.357557745193553,0.05087003169357126,0.5500129487353402
2307,PlayStation Support,5189566,266341,4300,15364,5.2150989119321345,5.13224034533909,0.08285856659304458,0.2960555853803574
2308,Playart플레이아트,1516919,25447,1259,1460,1.7605422570354778,1.6775450765663822,0.08299718046909559,0.09624772318100043
2309,Playboi Carti,9984197,326672,44059,59975,3.713177935090824,3.2718905686656625,0.4412873664251617,0.6006992850802123
2310,Playing For Change,639905,13689,157,877,2.1637586829294975,2.139223791031481,0.024534891898016113,0.1370515935959244
2311,Pluto V2,419479,10354,1029,593,2.7136042567089174,2.46829996257262,0.24530429413629765,0.14136583714560205
2312,PnB Rock,3935640,144216,2976,9889,3.7399762173369515,3.664359545080343,0.07561667225660884,0.25126790051935644
2313,Pokimane,5805789,307705,161378,102625,8.079573680683193,5.299968703650787,2.779604977032407,1.7676322718583124
2314,Pokémon GO,215989,5125,210,879,2.470033196134988,2.372806022528925,0.09722717360606327,0.406965169522522
2315,Pol,13807987,494196,13320,35776,3.675524897293139,3.5790589895543787,0.09646590773876018,0.259096420064706
2316,Polo G,15958568,1017936,8962,82224,6.434775350770821,6.378617429834557,0.056157920936264455,0.5152341989582022
2317,PoloGVEVO,52046507,2203125,28194,180358,4.287163786034671,4.232993003737984,0.05417078229668708,0.3465323811259803
2318,Polygon,2151159,217601,3026,21348,10.256192127127749,10.115523771139186,0.14066835598856245,0.9923952622748946
2319,PontiacMadeDDG VLOGS,1050711,50753,1427,4099,4.966161009069097,4.830348211829894,0.13581279723920278,0.39011678758478785
2320,Pooh Shiesty,34487207,811264,23723,51593,2.4211499643911436,2.3523621382270825,0.06878782616406136,0.14960040109945696
2321,Popcaan,995224,30019,1086,1367,3.125427039540847,3.0163058768679214,0.10912116267292589,0.13735601231481556
2322,Popcorned Planet,150488,1209,344,884,1.0319759715060337,0.8033863165169316,0.2285896549891021,0.5874222529371113
2323,PopularMMOs,1672180,155122,1709,39633,9.378834814433853,9.276632898372185,0.10220191606166801,2.370139578275066
2324,Porte Diferente - Topic,1252146,30129,590,1068,2.453308160549968,2.4061890546310094,0.047119105918958334,0.08529356800245338
2325,Porter Robinson,1373775,124171,712,10504,9.090498808028972,9.038670815817728,0.05182799221124274,0.7646084693636148
2326,Portland Trail Blazers,247243,4185,69,663,1.7205744955367797,1.6926667286839263,0.027907766852853264,0.2681572380208944
2327,Post Malone - Topic,1442506,47547,2524,44,3.471112078563278,3.2961388028888616,0.17497327567441662,0.0030502472780009234
2328,PostMaloneVEVO,10900913,497046,7936,26728,4.632474362468538,4.55967312095785,0.07280124151068815,0.24519047166049301
2329,Power 106 Los Angeles,8546278,538214,3385,38649,6.337249970103945,6.297642084659544,0.03960788544440048,0.45223195407404254
2330,PowerfulJRE,9583629,198660,6644,36351,2.142236516042096,2.072909959264909,0.06932655677718744,0.379303080284097
2331,Practical Engineering,4185662,246499,2815,20440,5.956381571182766,5.889128171362141,0.06725339982062574,0.4883337450563376
2332,Pray4You Shorts,332144,18241,510,160,5.645442940411388,5.491895081651332,0.1535478587600559,0.048171877258056744
2333,Premier Boxing Champions,12232607,92924,6227,22215,0.8105467624358406,0.7596418326853793,0.05090492975046121,0.18160478792460186
2334,PressaVEVO,439060,21634,591,1728,5.061950530679178,4.927344782034346,0.13460574864483213,0.3935680772559559
2335,Preston,11316823,453667,9172,35097,4.089831571988004,4.008784090729351,0.0810474812586536,0.31013120908580083
2336,PrestonPlayz,12822923,377367,9374,37475,3.0160128076882313,2.9429093506995248,0.07310345698870686,0.2922500587424568
2337,Pretty Much It,330982,22435,178,1532,6.832093588170958,6.778314228568321,0.053779359602637,0.46286505006314543
2338,Prettyboyfredo,777480,64455,1554,6216,8.490121932396974,8.290245408242013,0.19987652415496218,0.7995060966198487
2339,Princess Alex,2142654,51938,2057,6082,2.5200055631940574,2.4240031288299466,0.09600243436411104,0.2838535759856701
2340,PrincessNokiaVEVO,990577,77184,1118,2332,7.904685854809873,7.791822341927987,0.11286351288188601,0.23541834708457798
2341,Pringus McDingus,4515298,417024,2872,19740,9.299408366845334,9.235802376720208,0.06360599012512574,0.43718044744776535
2342,PrizMatex,44636146,876910,22276,44424,2.014479475893819,1.96457373358354,0.04990574231027921,0.09952472151157495
2343,"ProGuides Fortnite Tips, Tricks and Guides",420182,8027,463,657,2.020552998462571,1.9103626523744472,0.11019034608812371,0.1563608150753721
2344,Prodigy Game,1514330,1492,754,0,0.1483164171613849,0.09852542048298588,0.04979099667839903,0.0
2345,Professor Live,2192342,135998,1694,11699,6.280589433582899,6.203320467335844,0.07726896624705452,0.5336302456459804
2346,Professor of Rock,327060,9370,195,1407,2.924539839784749,2.864917752094417,0.05962208769033205,0.4301962942579343
